"","id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age"
"18243","A727582",40,"07/02/2016 12:56:00 PM","Adoption","05/23/2016 01:39:00 PM","Stray","Domestic Shorthair Mix","Black",3
"18244","A686668",3,"08/28/2014 06:31:00 PM","Adoption","08/25/2014 11:12:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue/White",2
"18245","A705865",20,"07/12/2015 05:12:00 PM","Adoption","06/22/2015 11:43:00 AM","Stray","Domestic Medium Hair Mix","Tortie",1
"18246","A733533",10,"09/02/2016 03:04:00 PM","Adoption","08/23/2016 05:16:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/Cream",12
"18247","A679961",103,"09/08/2014 04:23:00 PM","Transfer","05/28/2014 01:14:00 PM","Stray","Domestic Shorthair Mix","Black",1
"18248","A721179",5,"02/27/2016 07:18:00 PM","Transfer","02/22/2016 05:45:00 PM","Stray","Domestic Longhair Mix","White/Black",8
"18249","A734761",166,"02/25/2017 03:48:00 PM","Adoption","09/12/2016 02:25:00 PM","Stray","Domestic Shorthair Mix","Calico",24
"18250","A665472",4,"10/22/2013 06:11:00 PM","Adoption","10/18/2013 01:04:00 PM","Stray","Domestic Longhair Mix","Black Smoke",1
"18251","A712543",22,"10/16/2015 05:08:00 PM","Adoption","09/24/2015 06:21:00 PM","Stray","Domestic Shorthair Mix","Orange/White",1
"18252","A760433",4,"10/22/2017 12:03:00 PM","Transfer","10/18/2017 11:42:00 AM","Stray","Domestic Shorthair Mix","Calico",24
"18253","A698060",4,"03/09/2015 05:03:00 PM","Adoption","03/05/2015 02:01:00 PM","Stray","Domestic Medium Hair Mix","Blue Tabby",2
"18254","A762809",6,"12/03/2017 06:04:00 PM","Adoption","11/27/2017 05:22:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2
"18255","A715320",11,"11/14/2015 12:17:00 PM","Adoption","11/03/2015 06:23:00 PM","Stray","Domestic Shorthair Mix","Tortie",3
"18256","A730814",12,"07/23/2016 07:13:00 PM","Adoption","07/11/2016 09:17:00 AM","Owner Surrender","Domestic Medium Hair Mix","Torbie/White",3
"18257","A755754",60,"10/07/2017 11:36:00 AM","Adoption","08/08/2017 01:58:00 PM","Stray","Domestic Shorthair Mix","Black",3
"18258","A763576",5,"12/16/2017 01:41:00 PM","Transfer","12/11/2017 12:54:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",72
"18259","A749598",73,"07/26/2017 04:18:00 PM","Adoption","05/14/2017 02:19:00 PM","Stray","Domestic Shorthair Mix","White/Blue",0
"18260","A654493",17,"12/27/2013 02:51:00 PM","Adoption","12/10/2013 11:43:00 AM","Stray","Domestic Shorthair Mix","Calico",156
"18261","A753166",36,"08/07/2017 04:42:00 PM","Adoption","07/02/2017 03:23:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",4
"18262","A753578",3,"07/11/2017 07:01:00 PM","Transfer","07/08/2017 12:50:00 PM","Stray","Domestic Shorthair Mix","Torbie/White",12
"18263","A710801",8,"09/04/2015 07:07:00 PM","Adoption","08/27/2015 06:06:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2
"18264","A734692",4,"09/15/2016 06:11:00 PM","Adoption","09/11/2016 11:17:00 AM","Stray","Domestic Longhair Mix","Gray",2
"18265","A706808",24,"07/27/2015 01:38:00 PM","Euthanasia","07/03/2015 03:41:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"18266","A742757",9,"02/05/2017 05:35:00 PM","Adoption","01/27/2017 01:46:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black Tabby",1
"18267","A705355",1,"06/17/2015 12:03:00 PM","Transfer","06/16/2015 12:09:00 PM","Stray","Domestic Shorthair Mix","Black",2
"18268","A708835",137,"12/16/2015 09:27:00 AM","Adoption","08/01/2015 12:21:00 PM","Stray","Domestic Shorthair Mix","Black/White",2
"18269","A702445",1,"05/14/2015 11:55:00 AM","Transfer","05/13/2015 06:53:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"18270","A732610",8,"08/18/2016 10:30:00 AM","Transfer","08/10/2016 02:52:00 PM","Stray","Domestic Shorthair Mix","Black",2
"18271","A665310",46,"12/01/2013 03:27:00 PM","Adoption","10/16/2013 12:00:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",1
"18272","A739975",1,"12/10/2016 09:00:00 AM","Transfer","12/09/2016 05:09:00 PM","Stray","Domestic Shorthair Mix","Blue",24
"18273","A766633",26,"03/11/2018 01:31:00 PM","Transfer","02/13/2018 12:04:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black",36
"18274","A768546",71,NA,"Censored","03/21/2018 12:32:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"18275","A702635",1,"05/17/2015 03:06:00 PM","Transfer","05/16/2015 02:08:00 PM","Stray","Siamese","Seal Point",3
"18276","A719386",7,"01/26/2016 01:14:00 PM","Transfer","01/19/2016 10:18:00 AM","Stray","Domestic Medium Hair Mix","Calico",36
"18277","A747695",8,"05/01/2017 11:20:00 AM","Transfer","04/23/2017 04:19:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Black",48
"18278","A689813",6,"10/24/2014 02:45:00 PM","Transfer","10/18/2014 04:56:00 PM","Stray","Domestic Longhair Mix","White",144
"18279","A726626",16,"05/28/2016 02:30:00 PM","Adoption","05/12/2016 05:52:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",1
"18280","A698426",1,"03/12/2015 09:00:00 AM","Transfer","03/11/2015 12:54:00 PM","Stray","Domestic Shorthair Mix","White/Gray",12
"18281","A707886",7,"07/26/2015 05:57:00 PM","Adoption","07/19/2015 03:27:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",2
"18282","A707738",3,"07/20/2015 03:00:00 PM","Transfer","07/17/2015 07:19:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue",48
"18283","A707743",1,"07/18/2015 09:00:00 AM","Transfer","07/17/2015 10:55:00 AM","Stray","Domestic Shorthair Mix","Black/White",2
"18284","A763823",2,"12/18/2017 04:01:00 PM","Adoption","12/16/2017 12:32:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue/White",1
"18285","A750908",2,"06/04/2017 06:44:00 PM","Adoption","06/02/2017 09:00:00 AM","Stray","Domestic Medium Hair Mix","White/Blue",5
"18286","A747267",40,"05/27/2017 04:30:00 PM","Adoption","04/17/2017 01:13:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"18287","A683732",11,"07/25/2014 04:48:00 PM","Transfer","07/14/2014 04:12:00 PM","Public Assist","Domestic Shorthair Mix","Blue",3
"18288","A738281",3,"11/15/2016 06:26:00 PM","Transfer","11/12/2016 09:59:00 AM","Stray","Domestic Shorthair Mix","Torbie/White",4
"18289","A681412",4,"06/20/2014 06:22:00 PM","Adoption","06/16/2014 11:22:00 AM","Owner Surrender","Domestic Longhair","Brown Tabby",3
"18290","A714301",1,"10/22/2015 05:19:00 PM","Adoption","10/21/2015 11:16:00 AM","Owner Surrender","Domestic Medium Hair Mix","Brown Tabby/White",5
"18291","A750539",89,"08/25/2017 12:44:00 PM","Adoption","05/28/2017 01:48:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"18292","A762322",32,"12/20/2017 07:08:00 PM","Adoption","11/18/2017 01:01:00 PM","Stray","Domestic Shorthair Mix","Black/White",1
"18293","A761336",4,"11/06/2017 02:06:00 PM","Transfer","11/02/2017 06:28:00 PM","Stray","Domestic Longhair Mix","Black",2
"18294","A756046",23,"09/05/2017 06:29:00 PM","Adoption","08/13/2017 11:39:00 AM","Stray","Domestic Shorthair Mix","Calico",1
"18295","A677660",35,"06/01/2014 05:31:00 PM","Adoption","04/27/2014 02:27:00 PM","Stray","Domestic Shorthair Mix","Calico",4
"18296","A709434",7,"08/15/2015 03:23:00 PM","Transfer","08/08/2015 05:46:00 PM","Stray","Domestic Shorthair Mix","Black",120
"18297","A681598",25,"07/13/2014 12:52:00 PM","Adoption","06/18/2014 04:16:00 PM","Stray","Domestic Shorthair Mix","White/Orange Tabby",1
"18298","A719880",4,"02/02/2016 07:16:00 PM","Transfer","01/29/2016 03:44:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12
"18299","A751523",57,"08/05/2017 06:36:00 PM","Adoption","06/09/2017 11:13:00 AM","Stray","Domestic Shorthair Mix","Black/White",4
"18300","A761742",9,"11/17/2017 06:59:00 PM","Adoption","11/08/2017 03:48:00 PM","Stray","American Shorthair Mix","White/Black",4
"18301","A751450",72,"08/19/2017 09:43:00 AM","Adoption","06/08/2017 12:48:00 PM","Stray","Domestic Shorthair","Blue Tabby",12
"18302","A197810",14,"12/22/2014 03:23:00 PM","Transfer","12/08/2014 12:30:00 PM","Stray","American Shorthair Mix","Brown Tabby/White",168
"18303","A668705",7,"12/14/2013 12:29:00 PM","Adoption","12/07/2013 03:36:00 PM","Stray","Domestic Shorthair Mix","Flame Point",5
"18304","A700014",1,"04/07/2015 09:00:00 AM","Transfer","04/06/2015 12:30:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",7
"18305","A687966",5,"09/17/2014 02:11:00 PM","Adoption","09/12/2014 02:23:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4
"18306","A707542",19,"08/02/2015 11:13:00 AM","Adoption","07/14/2015 02:59:00 PM","Stray","Domestic Shorthair Mix","Tortie",12
"18307","A768295",3,"03/19/2018 07:19:00 PM","Transfer","03/16/2018 03:38:00 PM","Stray","Domestic Shorthair Mix","Tortie",24
"18308","A712206",1,"09/20/2015 09:00:00 AM","Transfer","09/19/2015 11:57:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",96
"18309","A722457",14,"03/31/2016 01:31:00 PM","Transfer","03/17/2016 07:44:00 AM","Stray","Domestic Shorthair Mix","Black",36
"18310","A701309",23,"05/20/2015 06:57:00 PM","Adoption","04/27/2015 01:29:00 PM","Stray","Domestic Shorthair Mix","Blue",1
"18311","A731475",1,"07/23/2016 09:00:00 AM","Transfer","07/22/2016 05:57:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",2
"18312","A654500",4,"03/07/2014 12:42:00 PM","Transfer","03/03/2014 12:20:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",36
"18313","A761483",14,"11/19/2017 02:01:00 PM","Adoption","11/05/2017 04:04:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",4
"18314","A688700",10,"10/02/2014 01:18:00 PM","Adoption","09/22/2014 03:49:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Brown Tabby",2
"18315","A708499",113,"11/18/2015 06:44:00 PM","Adoption","07/28/2015 01:55:00 PM","Stray","Domestic Shorthair Mix","White/Brown Tabby",0
"18316","A727479",41,"07/02/2016 07:22:00 PM","Adoption","05/22/2016 02:59:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",24
"18317","A716687",68,"01/30/2016 06:11:00 PM","Adoption","11/23/2015 10:35:00 AM","Stray","Snowshoe Mix","Seal Point/White",1
"18318","A727939",42,"07/09/2016 08:48:00 PM","Adoption","05/28/2016 04:17:00 PM","Stray","Domestic Shorthair Mix","White/Brown Tabby",3
"18319","A692604",2,"11/25/2014 02:01:00 PM","Transfer","11/23/2014 12:48:00 PM","Owner Surrender","Domestic Medium Hair Mix","Calico",12
"18320","A738639",1,"11/19/2016 02:51:00 PM","Transfer","11/18/2016 05:35:00 PM","Stray","Domestic Shorthair Mix","Tortie",1
"18321","A739126",1,"11/29/2016 09:00:00 AM","Transfer","11/28/2016 01:46:00 PM","Stray","Domestic Shorthair Mix","Black",24
"18322","A696371",1,"02/04/2015 09:00:00 AM","Transfer","02/03/2015 03:07:00 PM","Stray","Domestic Medium Hair Mix","Calico",24
"18323","A706102",1,"06/25/2015 09:00:00 AM","Transfer","06/24/2015 04:16:00 PM","Stray","Domestic Medium Hair","Tortie",12
"18324","A705765",5,"06/26/2015 12:06:00 PM","Transfer","06/21/2015 09:02:00 AM","Stray","Domestic Shorthair Mix","Cream Tabby",4
"18325","A733899",4,"09/02/2016 05:09:00 PM","Adoption","08/29/2016 11:12:00 AM","Stray","Domestic Medium Hair Mix","White/Black",5
"18326","A733650",11,"09/05/2016 02:12:00 PM","Adoption","08/25/2016 11:54:00 AM","Owner Surrender","Domestic Shorthair Mix","Black",7
"18327","A685358",1,"08/07/2014 09:00:00 AM","Transfer","08/06/2014 12:23:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",12
"18328","A668748",10,"12/18/2013 02:38:00 PM","Transfer","12/08/2013 03:26:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",24
"18329","A680452",15,"06/18/2014 02:08:00 PM","Transfer","06/03/2014 07:55:00 AM","Stray","Domestic Longhair Mix","Orange Tabby",96
"18330","A683510",8,"07/19/2014 04:35:00 PM","Transfer","07/11/2014 01:12:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1
"18331","A751293",43,"07/19/2017 05:47:00 PM","Adoption","06/06/2017 12:10:00 PM","Stray","Domestic Medium Hair Mix","Blue",1
"18332","A709460",23,"09/01/2015 06:39:00 PM","Adoption","08/09/2015 01:39:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",96
"18333","A665623",15,"11/04/2013 03:54:00 PM","Adoption","10/20/2013 01:04:00 PM","Owner Surrender","Domestic Shorthair Mix","Calico",3
"18334","A702839",61,"07/18/2015 04:47:00 PM","Adoption","05/18/2015 01:11:00 PM","Stray","Domestic Shorthair Mix","Tortie",4
"18335","A749066",4,"05/14/2017 06:26:00 PM","Adoption","05/10/2017 03:27:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1
"18336","A690386",1,"10/20/2014 12:23:00 PM","Euthanasia","10/19/2014 04:03:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",4
"18337","A729047",1,"06/13/2016 10:38:00 AM","Transfer","06/12/2016 06:40:00 PM","Stray","Domestic Shorthair Mix","Black",4
"18338","A686094",9,"08/25/2014 04:49:00 PM","Transfer","08/16/2014 01:56:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",4
"18339","A664583",2,"10/07/2013 04:01:00 PM","Transfer","10/05/2013 02:55:00 PM","Stray","Domestic Medium Hair Mix","Black/White",4
"18340","A678685",2,"05/13/2014 03:14:00 PM","Transfer","05/11/2014 05:23:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1
"18341","A743369",13,"02/22/2017 09:17:00 AM","Transfer","02/09/2017 12:05:00 PM","Stray","Domestic Medium Hair Mix","Black/White",24
"18342","A666412",4,"11/04/2013 02:05:00 PM","Transfer","10/31/2013 06:16:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black",72
"18343","A698534",22,"04/04/2015 03:55:00 PM","Adoption","03/13/2015 12:32:00 PM","Stray","Domestic Shorthair Mix","Black",4
"18344","A771611",4,"05/11/2018 12:00:00 AM","Transfer","05/07/2018 02:44:00 PM","Stray","Domestic Shorthair Mix","Black",12
"18345","A718216",10,"01/03/2016 04:58:00 PM","Adoption","12/24/2015 04:38:00 PM","Stray","Maine Coon Mix","Brown Tabby/White",4
"18346","A736434",1,"10/11/2016 04:00:00 PM","Transfer","10/10/2016 03:39:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",5
"18347","A757443",37,"10/09/2017 01:08:00 PM","Transfer","09/02/2017 02:15:00 PM","Owner Surrender","Manx Mix","Black",180
"18348","A758248",3,"09/16/2017 12:25:00 PM","Transfer","09/13/2017 10:18:00 AM","Stray","American Shorthair Mix","Blue",2
"18349","A739520",70,"02/11/2017 05:44:00 PM","Adoption","12/03/2016 06:53:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"18350","A752916",51,"08/19/2017 01:42:00 PM","Adoption","06/29/2017 10:38:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",2
"18351","A744077",1,"02/23/2017 11:02:00 AM","Transfer","02/22/2017 06:17:00 PM","Owner Surrender","Domestic Medium Hair Mix","Gray/White",12
"18352","A666214",2,"10/30/2013 02:34:00 PM","Transfer","10/28/2013 06:34:00 PM","Stray","Siamese Mix","Lynx Point",3
"18353","A758809",1,"09/23/2017 03:55:00 PM","Transfer","09/22/2017 11:50:00 AM","Stray","Domestic Shorthair Mix","Tortie",12
"18354","A695871",50,"03/15/2015 06:47:00 PM","Adoption","01/24/2015 04:24:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"18355","A707783",1,"07/18/2015 09:00:00 AM","Transfer","07/17/2015 04:54:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24
"18356","A769831",1,"04/12/2018 11:59:00 AM","Transfer","04/11/2018 07:30:00 AM","Stray","Domestic Medium Hair Mix","White",6
"18357","A749708",31,"06/18/2017 07:35:00 PM","Adoption","05/18/2017 03:13:00 PM","Stray","Domestic Shorthair Mix","Tortie",4
"18358","A750198",5,"05/29/2017 01:38:00 PM","Adoption","05/24/2017 10:09:00 AM","Owner Surrender","Domestic Shorthair Mix","Calico",24
"18359","A725295",73,"07/09/2016 05:58:00 PM","Adoption","04/27/2016 05:48:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"18360","A701282",8,"05/09/2015 02:38:00 PM","Transfer","05/01/2015 12:34:00 PM","Public Assist","Domestic Shorthair Mix","Tortie",96
"18361","A665900",4,"10/28/2013 11:30:00 AM","Euthanasia","10/24/2013 12:42:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",144
"18362","A688514",3,"09/23/2014 05:11:00 PM","Adoption","09/20/2014 12:54:00 PM","Owner Surrender","Siamese Mix","Lynx Point",4
"18363","A748834",1,"05/08/2017 08:42:00 AM","Died","05/07/2017 03:29:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"18364","A678271",68,"07/13/2014 05:19:00 PM","Adoption","05/06/2014 02:28:00 PM","Stray","Domestic Shorthair Mix","Tortie",4
"18365","A751735",6,"06/18/2017 05:24:00 PM","Transfer","06/12/2017 11:01:00 AM","Stray","Domestic Shorthair Mix","Tortie",1
"18366","A706730",1,"07/03/2015 09:00:00 AM","Transfer","07/02/2015 02:48:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",4
"18367","A710620",11,"09/05/2015 02:41:00 PM","Transfer","08/25/2015 11:52:00 AM","Stray","Domestic Shorthair Mix","White",0
"18368","A748804",7,"05/14/2017 04:55:00 PM","Transfer","05/07/2017 11:09:00 AM","Stray","Domestic Shorthair Mix","Black",24
"18369","A718122",8,"12/29/2015 07:57:00 PM","Transfer","12/21/2015 04:53:00 PM","Stray","Domestic Shorthair Mix","White/Black",48
"18370","A747823",32,"05/27/2017 05:32:00 PM","Adoption","04/25/2017 12:45:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue",12
"18371","A701145",1,"04/25/2015 09:00:00 AM","Transfer","04/24/2015 02:46:00 PM","Stray","Domestic Medium Hair","Black/White",84
"18372","A750584",3,"06/01/2017 12:00:00 AM","Transfer","05/29/2017 11:08:00 AM","Stray","Domestic Shorthair Mix","Black/White",1
"18373","A749386",2,"05/16/2017 10:41:00 AM","Euthanasia","05/14/2017 01:18:00 PM","Stray","Domestic Medium Hair Mix","Brown/Buff",96
"18374","A712713",63,"11/29/2015 05:24:00 PM","Adoption","09/27/2015 11:00:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"18375","A747164",4,"04/19/2017 05:20:00 PM","Adoption","04/15/2017 04:06:00 PM","Stray","Domestic Longhair Mix","Brown Tabby",1
"18376","A696300",28,"03/02/2015 05:28:00 PM","Adoption","02/02/2015 03:09:00 PM","Stray","Domestic Medium Hair Mix","Black",1
"18377","A710873",2,"08/31/2015 12:05:00 PM","Euthanasia","08/29/2015 12:10:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",1
"18378","A670900",7,"01/22/2014 11:41:00 AM","Adoption","01/15/2014 03:40:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",12
"18379","A733562",8,"08/31/2016 02:11:00 PM","Transfer","08/23/2016 05:33:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"18380","A752690",1,"06/27/2017 03:07:00 PM","Transfer","06/26/2017 10:26:00 AM","Stray","Domestic Shorthair Mix","Black/White",4
"18381","A758006",5,"09/15/2017 07:22:00 PM","Transfer","09/10/2017 11:16:00 AM","Stray","Domestic Shorthair Mix","Black/White",9
"18382","A764015",25,"01/14/2018 05:37:00 PM","Transfer","12/20/2017 12:00:00 PM","Owner Surrender","Domestic Shorthair","Brown Tabby",120
"18383","A717757",16,"12/30/2015 12:46:00 PM","Euthanasia","12/14/2015 01:09:00 PM","Stray","Domestic Medium Hair Mix","Tortie",12
"18384","A701859",61,"07/05/2015 11:49:00 AM","Adoption","05/05/2015 02:33:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24
"18385","A650349",55,"12/16/2013 02:17:00 PM","Transfer","10/22/2013 12:06:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",72
"18386","A691514",9,"11/14/2014 09:15:00 AM","Transfer","11/05/2014 04:16:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby",2
"18387","A750066",39,"07/01/2017 05:10:00 PM","Adoption","05/23/2017 12:27:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",4
"18388","A730727",63,"09/10/2016 05:06:00 PM","Adoption","07/09/2016 12:02:00 PM","Stray","Domestic Shorthair","Brown Tabby",2
"18389","A724672",31,"05/21/2016 12:40:00 PM","Adoption","04/20/2016 12:54:00 PM","Stray","Domestic Shorthair Mix","Silver Tabby/White",4
"18390","A735898",8,"10/09/2016 07:06:00 PM","Adoption","10/01/2016 11:11:00 AM","Stray","Domestic Shorthair Mix","Black",1
"18391","A684249",1,"07/22/2014 09:00:00 AM","Transfer","07/21/2014 12:26:00 PM","Stray","Maine Coon Mix","Brown Tabby",24
"18392","A704916",1,"06/11/2015 09:00:00 AM","Transfer","06/10/2015 06:09:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24
"18393","A668686",3,"12/10/2013 03:02:00 PM","Transfer","12/07/2013 11:47:00 AM","Stray","Domestic Shorthair Mix","Blue/White",24
"18394","A770769",2,"04/27/2018 06:29:00 PM","Adoption","04/25/2018 11:16:00 AM","Owner Surrender","Domestic Shorthair Mix","Cream Tabby/White",2
"18395","A668549",5,"12/09/2013 07:19:00 AM","Transfer","12/04/2013 11:12:00 PM","Public Assist","Siamese Mix","Flame Point",12
"18396","A763268",16,"12/22/2017 07:13:00 PM","Adoption","12/06/2017 01:15:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",9
"18397","A727650",46,"07/09/2016 05:18:00 PM","Adoption","05/24/2016 12:29:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"18398","A771615",24,NA,"Censored","05/07/2018 02:44:00 PM","Stray","Domestic Shorthair Mix","Black",3
"18399","A749465",44,"06/28/2017 03:05:00 PM","Adoption","05/15/2017 12:31:00 PM","Stray","Domestic Medium Hair Mix","Black Tabby",4
"18400","A702142",10,"05/19/2015 03:17:00 PM","Transfer","05/09/2015 06:14:00 PM","Stray","Domestic Shorthair Mix","Tortie",24
"18401","A710515",8,"09/01/2015 05:12:00 PM","Transfer","08/24/2015 11:36:00 AM","Owner Surrender","Domestic Shorthair Mix","Cream Tabby",24
"18402","A702402",56,"07/08/2015 08:55:00 AM","Adoption","05/13/2015 11:35:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1
"18403","A719212",3,"01/18/2016 12:37:00 PM","Adoption","01/15/2016 12:17:00 PM","Owner Surrender","Domestic Shorthair Mix","Black Smoke/White",3
"18404","A666361",3,"11/02/2013 02:00:00 PM","Transfer","10/30/2013 06:02:00 PM","Stray","Domestic Medium Hair Mix","Calico",9
"18405","A698765",32,"04/18/2015 02:54:00 PM","Adoption","03/17/2015 04:06:00 PM","Stray","Manx/Domestic Longhair","Black",84
"18406","A612854",38,"07/19/2017 02:35:00 PM","Adoption","06/11/2017 01:59:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",72
"18407","A717110",4,"12/06/2015 07:19:00 PM","Transfer","12/02/2015 01:24:00 PM","Stray","Domestic Shorthair Mix","Blue/White",7
"18408","A732724",22,"09/03/2016 02:33:00 PM","Transfer","08/12/2016 04:24:00 PM","Public Assist","Exotic Shorthair Mix","White/Black",60
"18409","A712187",9,"09/27/2015 04:11:00 PM","Adoption","09/18/2015 06:23:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2
"18410","A762249",4,"11/20/2017 12:34:00 PM","Transfer","11/16/2017 05:04:00 PM","Stray","Domestic Medium Hair Mix","Calico",8
"18411","A749025",1,"05/11/2017 12:00:00 PM","Transfer","05/10/2017 11:09:00 AM","Stray","Domestic Shorthair Mix","Black/White",3
"18412","A754496",8,"07/29/2017 02:40:00 PM","Adoption","07/21/2017 01:53:00 PM","Stray","Domestic Shorthair Mix","Black/White",1
"18413","A754965",33,"08/29/2017 03:21:00 PM","Adoption","07/27/2017 11:55:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"18414","A721924",14,"03/21/2016 12:25:00 PM","Transfer","03/07/2016 12:26:00 PM","Stray","Domestic Longhair Mix","Black",24
"18415","A711424",1,"09/07/2015 09:00:00 AM","Transfer","09/06/2015 03:38:00 PM","Stray","Domestic Shorthair Mix","Blue/White",36
"18416","A680826",11,"06/19/2014 02:54:00 PM","Transfer","06/08/2014 02:00:00 PM","Stray","Domestic Shorthair Mix","Black",4
"18417","A687137",42,"10/13/2014 07:02:00 PM","Adoption","09/01/2014 12:16:00 PM","Stray","Domestic Shorthair Mix","Blue",3
"18418","A744424",41,"04/10/2017 01:08:00 PM","Adoption","02/28/2017 03:25:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",12
"18419","A748829",10,"05/17/2017 06:46:00 PM","Transfer","05/07/2017 03:29:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",24
"18420","A746874",1,"04/11/2017 09:00:00 AM","Transfer","04/10/2017 01:05:00 PM","Stray","Domestic Shorthair Mix","Black/White",36
"18421","A753875",12,"07/24/2017 05:17:00 PM","Died","07/12/2017 09:09:00 AM","Stray","Domestic Shorthair Mix","Blue/White",6
"18422","A697847",13,"03/15/2015 01:57:00 PM","Adoption","03/02/2015 12:35:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",12
"18423","A766986",4,"02/24/2018 04:34:00 PM","Adoption","02/20/2018 03:46:00 PM","Stray","Domestic Medium Hair Mix","Black Smoke",2
"18424","A683856",27,"08/12/2014 03:42:00 PM","Adoption","07/16/2014 12:30:00 PM","Euthanasia Request","Russian Blue Mix","Blue",84
"18425","A679943",66,"08/02/2014 05:00:00 PM","Adoption","05/28/2014 12:40:00 PM","Stray","Domestic Shorthair Mix","Blue/White",3
"18426","A736347",42,"11/20/2016 03:00:00 PM","Adoption","10/09/2016 11:00:00 AM","Stray","Domestic Shorthair Mix","Black",1
"18427","A707918",3,"07/23/2015 05:15:00 PM","Euthanasia","07/20/2015 11:23:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby",12
"18428","A754707",13,"08/05/2017 07:03:00 PM","Adoption","07/23/2017 12:56:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2
"18429","A695472",1,"01/17/2015 09:00:00 AM","Transfer","01/16/2015 12:05:00 PM","Stray","Domestic Shorthair","Brown/White",48
"18430","A731410",26,"08/16/2016 07:09:00 PM","Adoption","07/21/2016 06:08:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",24
"18431","A753570",42,"08/19/2017 10:53:00 AM","Adoption","07/08/2017 11:59:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1
